accession	taxonomy	compound	bioactivities	genome_accession	location_start	location_end
BGC0002718	Actinomadura sp. RB99	madurastatin A2	siderophore	JABMCA010000006.1	124728	156364
BGC0002719	Pseudomonas fluorescens	thanafactin A		JAAOIQ010000001.1	2475547	2508857
BGC0002721	Hordeum vulgare subsp. vulgare	α-hydroxynitrile glucoside		GPC_000011789.1	17320185	17862889
BGC0002722	Solanum tuberosum	α-chaconine	insecticidal, cytotoxic, antifungal	GPS_003181711.1	1123005	1460949
BGC0002723	Jatropha curcas	casbene	antibacterial, antifungal	GPS_020388126.1	7857	18675
BGC0002724	Jatropha curcas	casbene		GPS_020388193.1	848629	912207
BGC0002725	Streptomyces prunicolor NBRC 13075	prunipeptin		NZ_BARF01000025.1	170670	171864
BGC0002726	Bipolaris sorokiniana	4-chloropinselin		MK523385.1	1	73894
BGC0002727	Neonectria sp. DH2	ilicicolin H		RQWH01000002.1	1095184	1117000
BGC0002728	Aspergillus aculeatus ATCC 16872	aculene A		NW_017962983.1	1125505	1144430
BGC0002729	Neurospora crassa OR74A	sordarial		CM002236.1	8673829	8701327
BGC0002730	Penicillium brasilianum	spirotryprostatin G		SSWP01000056.1	15500	47500
BGC0002731	Aspergillus nanangensis	nanangenine A	antibacterial, cytotoxic	MN200101.1	1	51887
BGC0002732	Streptosporangium roseum DSM 43021	WS 79089B		CP001814.1	4607917	4646430
BGC0002733	Burkholderia gladioli	sinapigladioside	antifungal	WITE01000002.1	212744	228107
BGC0002734	Aspergillus terreus NIH2624	2,4-dihydroxy-5,6-dimethyl benzaldehyde		CH476598.1	173000	194000
BGC0002735	Streptomyces incarnatus	incarnatapeptin A	cytotoxic	CP011498.1	89920	146076
BGC0002736	Aspergillus terreus NIH2624	preaspterpenacid I		CH476597.1	2170787	2176233
BGC0002745	Penicillium polonicum	verrucosidin	cytotoxic	MDYM01000002.1	1232478	1263428
BGC0002746	Dendrothele bispora CBS 962.96	dendrothelin A		ML179655.1	8358	47015
BGC0002747	Lentinula edodes	lentinulin A		JABWDW010000010.1	799861	828214
BGC0002749	Aspergillus candidus	aspcandine		KZ559173.1	191	18452
BGC0002750	Streptomyces sp. CLI2509	Tryptorubin A		CP021118.1	965782	965969
BGC0002751	Amycolatopsis xylanica	Amyxirubin B		FNON01000005.1	781463	782682
BGC0002752	Pseudomonas prosekii LMG 26867	prosekin		LT629762.1	5080687	5115654
BGC0002754	Moorena producens JHB	hectoramide B		CP017708.2	3909711	3971211
BGC0002755	Eleftheria terrae P9846	clovibactin	antibacterial	CP106952.1	449079	514739
BGC0002758	Aspergillus nidulans FGSC A4	Azanidulone		BN001302.1	162823	193481
BGC0002759	Penicillium bialowiezense CBS 227.28	brevione E		LC719581.1	1	41588
BGC0002760	Corallococcus coralloides 1071	myxovalargin A	antibacterial	OQ092403.1	1	66498
BGC0002765	Pseudomonas sp. QS1027	Keanumycin A	surfactant, antibacterial, antifungal	MW331495.1	25765	74085
BGC0002768	Pseudomonas fuscovaginae UPB0736	asplenin		CP100603.2	5626925	5684753
BGC0002775	Pseudomonas fakonensis strain COW40	WLIP	anti-Gram-positive, antifungal	CP077076.1	2836256	2873832
BGC0002778	Pseudomonas  chlororaphis subsp. aurantiaca DSM 19603			CP027746	4170896	4209524
BGC0002779	Pseudomonas sp. PH1b	orfamide A		NZ_AYMU01000012.1	85862	127408
BGC0002786	Streptomyces griseus subsp. griseus nbrc 13350 	(+)-caryolan-1-ol		AP009493.1	2460742	2461749
BGC0002788	Streptomyces peucetius subsp. caesius ATCC 27952	14-hydroxyisochainin	antifungal	CP022438.1	6395057	6502160
BGC0002789	Streptomyces lavendulae strain YAKB-15	pentamycin	antifungal	SMSN01000006.1	1	77196
BGC0002804	Pseudomonas protegens CHA0	protegencin	antialgal, antifungal	LS999205.1	303446	316434
BGC0002805	Streptomyces mirabilis strain P8-A	Azodyrecin A		JARAKF010000001.1	1937858	1978761
BGC0002806	Pseudomonas baetica a390	oximidine I	cytotoxic	PKLC01000016	613752	688705
BGC0002808	Streptomyces scabiei 87.22	N-coronafacoyl-L-isoleucine		FN554889.1	8805124	8836499
BGC0002810	Streptomyces spectabilis CPCC 200148	hangtaimycin		OQ368672.1	1	76130
BGC0002812	Colletotrichum higginsianum IMI 349063	Colletochlorin A	phytotoxic, anti-Gram-positive	LTAN01000004.1	389265	404974
BGC0002813	Acanthopleuribacter pedis KCTC 12899	phorbactazole A	cytotoxic	JAFREP010000003.1	413747	538634
BGC0002814	Acanthopleuribacter pedis KCTC 12899	21-methoxy-calyculinamide	cytotoxic	JAFREP010000010.1	35421	179663
BGC0002815	Acanthopleuribacter pedis KCTC 12899	acidobactamide A		JAFREP010000006.1	317397	381081
BGC0002816	Nocardia terpenica AUSMDU00012715	terpenomycin	cytotoxic, antifungal	CP046173.1	4647226	4733531
BGC0002825	Nocardia terpenica IFM 0406	nocapeptin A	antibacterial	KV411304.1	1626613	1632294
BGC0002826	Clostridium cavendishii DSM 21758	closoxazole A		FQZB01000008.1	98901	104384
BGC0002832	Brevibacillus parabrevis HD1.4A	C15-gramicidin	antibacterial	JABSUW010000001.1	779549	854241
BGC0002835	Streptomyces S. leeuwenhoekii Streptomyces leeuwenhoekii DSM42122	massatide A	anti-Gram-positive	LN831790.1	7775129	7788598
BGC0002844	Bukrholderia  catarinensis 89	burkholdine Bk1215	antifungal	MDEQ00000000.2	4119	84195
BGC0002845	Aspergillus fumigatus Af293	Sartorypyrone A		AAHF00000000.1	611460	657026
BGC0002846	Orpheovirus  IHUMI-LCC2	(+)-germacrene D-4-ol		LT906555.1	1040159	1040995
BGC0002847	Metarhizium robertsii ARSEF23	olivetolic acid		ADNJ02000003.1	5192433	5216330
BGC0002848	Aspergillus duricaulis  CBS 481.65	CJ-20557		N/A	24033	37871
BGC0002849	Aspergillus luteorubrus  MST-FP2246	Luteodienoside A		OR597289.1	1	24542
BGC0002850	Streptomyces  PC5	Lenziamide A		OR050662.1	1	58983
BGC0002851	Streptomyces violaceusniger AgN23	galbonolide A	antifungal, herbicidal	CP007153.2	464131	475816
BGC0002852	Pestalotiopsis sp BRIP 39872	3,6-dialkyl-α-pyrone		LC780645	1	25427
BGC0002853	Streptomyces fragilis NBRC 12862	azaserine	antibacterial, antifungal	BEVZ01000003	82300	110431
BGC0002854	Eudoremicrobium malaspinii 	pythonamide		OV972893.1	8296985	8302171
BGC0002855	 Aspergillus striatus ATCC 64988	emindole SA		OP493542.1	1	18333
BGC0002856	Burkholderia FERM  BP-3421			NZ_CP117782.1	2788534	2793038
BGC0002857	Arabidopsis lyrata 	thalianol		GCA_000004255.1	10127078	10455585
BGC0002858	Actinomycetes Streptomyces sp. GG23	pentaminomycin C		MT033037.1	1	1468
BGC0002859	Burkholderia ambifaria BCC0203	enacyloxin IIa	anti-Gram-negative	NZ_UZVX01000004	402235	493439
BGC0002860	Streptomyces sp. CL12-4	Benditerpenoic acid	anti-Gram-positive	JAFETE010000011.1	364609	380045
BGC0002861	Dendrosporobacter quercicolus DSM 1736	6-heptyl-4-hydroxy-2H-pyran-2-one		JABTVI010000002.1	1	1047
BGC0002862	Streptomyces sp. 	conkatamycin	anti-Gram-positive	OL452060.1	0	0
BGC0002863	Nocardiopsis sp. HB-J378	Nocardiopsistin D	anti-Gram-positive, antiproliferative	MT633092.1	1	26000
BGC0002864	Ovatospora sp. SCSIO SY280D	Mollicellin Z 		OQ626729.1	6586	26493
BGC0002865	Rheum palmatum 	Aloesone	antioxidant	AY517486.1	0	0
BGC0002866	Pseudomonas syringae B728a	Achromobactin	siderophore	CP000075.1	3023541	3040509
BGC0002867	Penicillium  meliponae  MMSRG-058	chlorogeumsanol B		ON087600.1	1	74487
BGC0002868	Streptomyces sp PC5	Lenziamide A	antiproliferative	OR050662.1	1	58983
BGC0002869	Streptomyces sp. CB04723	Tripmycin A	antifungal, antibacterial	CP058556.1	822470	854044
BGC0002870	Burkholderia thailandensis E264			CP000085	23761	30313
BGC0002871	 Burkholderia plantarii ATCC 43733	Haereoplantin A		CP007212.1	1327800	1353118
BGC0002872	Curvularia lunata ATCC 74067	Zaragozic acid A	inhibitor	MF806533	1	65714
BGC0002873	Burkholderia gladioli BCC0238	gladiolin	anti-Gram-positive, antifungal	NZ_CADEQC010000001.1	1105341	1245536
BGC0002874	Cladonia metacorallifera KoLRI002260	cristazarin	anticancer	KI911112.1	100436	126827
BGC0002875	Quillaja saponaria 	QS-21	immunomodulatory	CM055615	954859	1096166
BGC0002876	 Aspergillus desertorum CBS 653.73	emindole DA		BK062751	1	39206
BGC0002877	 Cordyceps Cordyceps militaris CM01	Cordypyrone A		JH126407.1	1	57835
BGC0002878	  Thermomonospora curvata DSM43183	Curvocidin A	antibacterial	CP001738	424733	430131
BGC0002879	Streptomyces sp. 	Cinnamexin		OL452059.1	1	76824
BGC0002880	Hormoscilla sp. GUM007	Desoxydysinosin B		MT940401.1	0	0
BGC0002881	Burkholderia gladioli BCC0238	icosalide A1	anti-Gram-positive, swarming motility	NZ_CADEQC010000001.1	191459	256027
BGC0002882	Streptomyces  unclassified Streptomyces RK44	kintamdin 7	anti-Gram-positive, anticancer	MW923391.1	1	13928
BGC0002883	Cladonia macilenta KoLRI003786	biruloquinone	neuroprotective	KE598559.1	574147	593574
BGC0002884	Aspergillus nidulans  FSGC A1145	ferricrocin		AY223812.1	1	19160
BGC0002885	Kutzneria albida DSM 43870			CP007155.1	0	0
BGC0002886	Caldora  penicillata  FK14-30	Dolastatin 10	cytotoxic	OR852429.1	1	37338
BGC0002887	Colletotrichum graminicola M1.001	radicicol	other	GG697471.1	6098	27811
BGC0002888	Streptomyces yunnanensis 			CP095749.1	0	0
BGC0002889	Kitasatospora  sp. YINM00002	actinrhater B		OR217453.1	1	167370
BGC0002890	Pseudomonas entomophila 4A7	cichofactin B		JAAMQI010000003.1	66644	96157
BGC0002891	Arthrinium sp. NF2194	arthripenoid C	antiinflammatory	MH183007, MH183008, MH183009, MH183010, MH183011, MH183012, MH183013, MH183014, MH183015, MH183016, MH183017, MH183018, MH183019 	0	0
BGC0002892	Actinomadura  parvosata subsp.  kistnae 	kistamicin	antibacterial	CP017717.1	1780967	1852209
BGC0002893	Streptomyces katrae NRRL B-16271	wygwalassin A1	anti-Gram-negative, anti-Gram-positive	GCA_000717655.1	3151	10461
BGC0002894	Burkholderia seminalis Bp9022	Gra-4		QTQQ01000011.1	120066	121412
BGC0002895	Legionella pneumophila 	Gra-7A		NZ_CP021272.1	3394561	3395671
BGC0002896	Legionella pneumophila 	Gra-7B		NZ_CP021272.1	3394561	3395671
BGC0002897	Desulforegula conservatrix Mb1Pa	Tha-1		NZ_AUEY01000023.1	26440	33381
BGC0002898	Enterococcus caccae 	Lap-1		NZ_JXKJ01000010.1	129447	132091
BGC0002899	Bacillus cereus strain CMCC P0011 plasmid pRML05	Glk-1		CP011154.1	283259	289017
BGC0002900	Enterococcus faecalis ATCC 6055	Glk-2		KB944852.1	6202	10717
BGC0002901	Dellaglioa algida CMTALT10	Glk-3		OBKY01000005.1	8489	13300
BGC0002902	Bacillus cereus 	Las-2		NZ_JARMCY010000004.1	433905	436414
BGC0002903	Streptacidiphilus melanogenes 	Las-6		NZ_BBPP01000024.1	100666	103394
BGC0002904	  	fumonisin B2	toxic	KJ934798.1	0	0
BGC0002905	 Taiwanofungus camphoratus S27	(-)-antrocin	antiproliferative, antiproliferative, antiproliferative	GCA_000766995.1	178814	195619
BGC0002906	Arabidopsis thaliana 	arabidiol		NC_003076	8730499	8813593
BGC0002907	Amycolatopsis arida CGMCC 4.5579	aridacin A		FOWW01000002.1	110596	120594
BGC0002908	Streptomyces albireticuli NRRL B-1670	albireticulone A		NSJV01000319.1	14819	21286
BGC0002909	Microbacterium paraoxydans DSM 15019	Daptide 1		LT629770.1	1224108	1232774
BGC0002910	Mycolicibacterium smegmatis MC2 155	Methylmycofactocinone-8		CP000480.1	1522270	1528019
BGC0002911	Pestalotiopsis fici W106-1	naringenin		KI912111.1	511344	519947
BGC0002912	Sorangiineae  MSr11367	sorangibactin B		OQ368584	1	31678
BGC0002913	Kitasatospora cineracea DSM 44781	kitaniitetronin A		NZ_RKQG01000001	5699059	5721528
BGC0002914	Okeania sp. VPG18-21 	lyngbyastatin 1	anticancer	OP039561.1	1	52217
BGC0002915	Streptomyces sp. CA-278952	globomycin		CP112880	7220910	7263041
BGC0002916	Streptomyces indonesiensis DSM41759	Acidonemycin A	biofilm	GCA_018138705.1	3348861	3378789
BGC0002917	Lactobacillus iners 	Inecin L	antibacterial	NZ_CP049228.1	1327654	1338559
BGC0002918	Pseudomonas cow5 	cocoyamide A	antibacterial, surfactant, swarming motility	JAPHVP010000001.1	6186107	6230389
BGC0002919	Streptomyces cirratus 248-Sq2	Cirratiomycin A	antibacterial	LC790973.1	0	0
BGC0002920	Longimycelium tulufanense CGMCC 4.5737 (DSM 46696)	longipeptin A		BMMK00000000.1	1	24093
BGC0002921	Streptomyces sp. NRRL S-1521	lipoavitide	hemolytic	LLZK01000133.1	60174	85555
BGC0002922	Eudoremicrobium malaspinii 	phospeptin	inhibitor, cytotoxic, antibacterial	CAKNWM010000002.1	5222259	5226093
BGC0002923	Nocardia sp. CS682			CP029710.1	8136621	8147030
BGC0002924	Actinomadura rubteroloni RB29	Seongomycin	antifungal, anti-Gram-positive, cytotoxic	MTBP01000002	91309	113286
BGC0002925	Limnothrix  sp.  CACIAM 69d			MKGP02000097.1	11128	17958
BGC0002926	Pseudomonas fluorescens strain MYb115	2-Aminotetracosane-1,3-diol		CP078138.1	4459101	4467984
BGC0002927	Xenorhabdus  nematophila  ATCC 19061	Xenorceptide		FN667742.1	4305284	4310959
BGC0002928	Streptomyces sp. MST-91080	resorculin A	antibacterial	OQ473501.1	1	64084
BGC0002929	Dictyostelium discoideum AX4	Dictyodene A	antifungal	CM000151.3	499181	506804
BGC0002930	Penicillium arizonense IBT 12289	6'-O-demethyl-dihydroaustalide K		LXJU01000010.1	453251	490131
BGC0002931	Streptomyces sp. CS113	Diperamycin	anti-Gram-positive, antitumor	NZ_KZ195574.1	1	66563
BGC0002932	Amycolatopsis sp. strain DEM30355	tatiomicin	anti-Gram-positive	ON685203.1	96	63163
BGC0002933	 Albophoma Albaphoma yamanashiensis (Tolypocladium album) FO-254	prelecanindole		BCKH01000011	218505	239133
BGC0002934	Myxococcus  fulvus MCy8288	Myxococin A	antiinflammatory	OP675477.1	1	13090
BGC0002935	Micromonospora rosaria strain DSM 803	pyritide A1		LRQV01000076.1	6809	12029
BGC0002936	Umbilicaria deusta 	Gyrophoric acid	antiproliferative, other, anticancer, antiproliferative	GCA_023184635.1	23607	30319
BGC0002937	Chondromyces  crocatus  Cm c5			AM179409.1	0	0
BGC0002938	Fusarium graminearum F15			AB060689.1	2800	27800
BGC0002939	Streptomyces sp. 	Prolinolexin		OL452062.1	1	64656
BGC0002940	Sorangium cellulosum So ce1875	disorazole Z1	cytotoxic	OQ408282.1	11029	58780
BGC0002941	Streptomyces eurocidicus CGMCC 4.1086			GCF_002891295.1	0	0
BGC0002942	Myxococcus sp sp. MCy9171			OR544323.1	1	8329
BGC0002943	Marinomonas fungiae JCM 18476	Marinomonasin		CYHG01000008.1	33982	36147
BGC0002944	Anabaena sp. XSPORK2A	Anabaenolysin C		KP761742.1	0	0
BGC0002945	Streptomyces  sp. 438-3	Stictamycin		TBD	0	0
BGC0002946	Vibrio fluvialis ATCC 33809			CP014035.2	721195	723603
BGC0002947	Streptomyces malaysiensis NA3722			CP137895.1	3446204	3499508
BGC0002948	Streptomyces sp. 211726	Azalomycin F4a		KY484834.1	0	0
BGC0002949	Microbulbifer sp. VAAF005	bulbiferamide B	anti-Gram-negative, anti-Gram-positive	CP120233.1	2085246	2104357
BGC0002950	Aetokthonos hydrillicola Thurmond2011	aetokthonostatin	cytotoxic	ON840103	0	0
BGC0002951	Pseudomonas fakonensis strain COW40			CP077076.1	2836256	2873832
BGC0002952	Microcystis aeruginosa  NIES-88	Argicyclamide A		AP024565.1	2280171	2282026
BGC0002953	Annulohypoxylon moriforme CBS 123579	11'-O-desmethyl fendlerol		MU403194.1	30842	62160
BGC0002954	Actinospica  robiniae  DSM 44927	Triceptide (FwwB) note: structure show here was a trypsin digested fragment		NZ_KI632511.1	6106308	6110041
BGC0002955	Staphylococcus epidermidis IVK83	epifadin	antibacterial	CP088003.1	1	39830
BGC0002956	Colletotrichum orbiculare 104-T (MAFF 240422)	betaestacin I		AMCV02000011.1	397493	419207
BGC0002957	Actinoplanes awajinensis subsp. mycoplanecinus ATCC 33919	Mycoplanecin A	antibacterial, cytotoxic, DNA-interfering	OR083095.1	1	56057
BGC0002958	Streptomyces sp.  AM4900	12-ketomethymycin N-oxide	cytotoxic	LC596414.1	0	0
BGC0002959	Streptomyces albospinus  JCM3399	spinamycin		NZ_BMRP01000010.1	68931	87684
BGC0002960	Streptomyces  qinglanensis  CGMCC 4.6825			NZ_FOGO01000010.1	38930	122339
BGC0002961	Streptomyces sp. SN-C1	cispentacin	antifungal	LC389220.1	1	43021
BGC0002962	Nodularia sphaerocarpa UHCC 0038	suomilide	anticancer	CP060140.1	4775737	4817300
BGC0002963	Paucibacter aquatile B51	paucinodin		GCA_027863535.1	3559000	3565000
BGC0002964	Streptomyces peucetius ATCC 27952	25-hydroxy peucemycin	anti-Gram-negative, anti-Gram-positive, anticancer	CP022438	1770802	1821906
BGC0002965	Amycolatopsis cihanbeyliensis DSM 45679	Amycolimiditide		VFML01000001.1	2751141	2753640
BGC0002966	Aspergillus luteorubrus MST-FP2246	luteodienoside A		OR597289.1	1	24542
BGC0002967	Neisseria  lactamica  NCTC10618	Triceptide (YhhB) note: structure show here was a trypsin digested fragment		NZ_UGRN01000001.1	826896	828748
BGC0002968	Micromonospora  sp. L5	Triceptide (MscB) note: structure show here was a trypsin digested fragment		NC_014815.1	6766458	6774994
BGC0002969	Salinispora  arenicola  CNS-205	Isopimara-8,15-diene		CP000850.1	1495978	1499805
BGC0002970	Penicillium  crustosum PRB-2	xylariolide D	antibacterial	OM831135.1	1	15163
BGC0002971	Fusarium  graminearum  PH-1 	Fugralin A		HG970334.1	11300	27206
BGC0002972	 Streptacidiphilus jiangxiensis 	Triceptide (SjiB) note: structure show here was a trypsin digested fragment		NZ_FOAZ01000001.1	92374	102750
BGC0002973	Streptomyces  sp. CB09030	Lobophorin B		ASM2282770v1	4329164	4544509
BGC0002974	Paraliomyxa  miuraensis SMH-27-4	Miuraenamide A	antifungal, antibacterial, other	JAOVZF010000162.1	281938	349214
BGC0002975	Dickeya solani MK10	Solanimycin B		CM001839.1	3116954	3141105
BGC0002976	Streptomyces sp. MBT27	actinomycin L1	anti-Gram-positive	CP070373.1	3778087	3837903
BGC0002977	Bacillus  subtilis  fmb60	amicoumacins D		LYMC01000002.1	0	0
BGC0002978	Streptomyces sp SNJ018	Lenziamide B	antiproliferative	OR050663	1	62097
BGC0002979	Actinoallomurus  sp. ID145808			OM782301.1	0	0
BGC0002980	Aspergillus fumigatus A1163	sphingofungin B	inhibitor, antifungal	DS499596.1	142959	168165
BGC0002981	Streptomyces sp MS-271 	Lasso peptide MS-271		LC381634.1	1	28457
BGC0002982	Micromonospora  sp. WMMB235	Keyicin	DNA-interfering, anti-Gram-negative, anti-Gram-positive	NZ_MDRX01000001.1	16792	68874
BGC0002983	Streptomyces lavendulae BCRC 12163	streptothricin F		KF498701.1	7412	34136
BGC0002984	Dactylonectria  alcacerensis  CT-6	Brefeldin A		JAPMUZ000000000.1	220720	268510
BGC0002985	Paramyrothecium sp. XJ0827 	xylomyrocin A	antimalarial	JAJFPB010000006.1	864085	923792
BGC0002986	Streptomyces sp MS-271 	MS-271		LC381634.1	1	28457
BGC0002987	Fusarium  scirpi CGMCC 3.3656	scirpilin A		OR551244.1	1	24656
BGC0002988	Streptomyces sp. FXY-T5	24-Lumooligomycin B		CP132975.1	1486131	1614060
BGC0002989	Microbulbifer  sp. MLAF003	bulbiferamide A	antiprotozoal, antitumor	CP120232.1	3843808	3862909
BGC0002990	Streptomyces morookaensis NRRL B-12429	unnamed product		NZ_BNBU01000008	23858	27702
BGC0002991	Streptomyces tubbatahanensis  strain DSD3025	Chlocarbazomycin A	anti-Gram-positive, anticancer	CP093846.1	5433555	5448952
BGC0002992	Streptomyces  WAC1420	Pekiskomycin 	anti-Gram-positive	JX026280	0	0
BGC0002993	Penicillium oxalicum MEFC104	Oxopyrrolidine A	antibacterial	ON756038	1	11982
BGC0002994	Streptomyces sp. 71268	Megalochelin	anti-Gram-negative	CP114200	659350	723544
BGC0002995	Penicillium  soppii CBS:869.70	cycloaspeptide A		PP496886.1	1	21906
BGC0002996	Penicillium palitans NRRL 2033	viridicatol	antifungal	OK563953	0	0
BGC0002997	Photorhabdus asymbiotica subsp. asymbiotica ATCC 43949	Photorhaptin A		FM162591.1	1301726	1304139
BGC0002998	Neonectria discophora SNB-CN63	ilicicolinal		CAJVRK010000025.1	3669610	3694100
BGC0002999	Penicillium roqueforti FM164	(2S)-annullatin A		HG792017.1	2702010	2728043
BGC0003000	Streptomyces lavendulae  subsp. lavendulae	Indigoidine		KJ396772.2	93052	96903
BGC0003001	Streptomyces sp SS	sansanmycin A	antibacterial, antibacterial	KC188778	5012	38402
BGC0003002	Actinoplanes sp. DSM24059	NAI-112	other	KF765778	1	11487
BGC0003003	Achromobacter sp. RTa			NZ_JPYO01000020.1	332	4720
BGC0003004	Streptomyces  sparsogenes   DSM 40356	StsA		ASQP01000439.1	12716	16939
BGC0003005	Luteibacter anthropi DSM 23190	Anthrochelin A		JAARLZ010000002	343928	400612
BGC0003006	Cephalotrichum gorgonifer NG_p51	Rasfonin	antiproliferative	ONZQ02000003.1	1534342	1567618
BGC0003007	Planktothrix agardhii NIES-205	Oscillapeptin E		EU109504	0	0
BGC0003008	Micromonospora citrea strain DSM 43903	Micitide 982		FMHZ01000002	362314	362903
BGC0003009	Pedobacter  lusitanus NL19	PedA15.1		JXRA01000036.1	0	0
BGC0003010	Mycetohabitans  endofungorum B5 (HKI-0456)	Rhizonin A	hepatotoxic	OQ975904.1	343	39941
BGC0003011	Phaeosphaeriaceae sp. CF-150626	Eupenifeldin	cytotoxic	OP957445	0	0
BGC0003012	Streptomyces piniterrae sp. jys28 	Heliquinomycin		SUMB00000000.1	336188	391843
BGC0003013	Aspergillus sp. SCSIO SX7S7	agonodepside A		OP889148.1	1	51350
